1;1.000000
2;0.500000
3;0.444444
4;0.375000
5;0.400000
6;0.333333
7;0.367347
8;0.343750
9;0.345679
10;0.320000
11;0.347107
12;0.319444
13;0.343195
14;0.326531
15;0.320000
16;0.312500
17;0.332180
18;0.314815
19;0.332410
20;0.320000
21;0.317460
22;0.309917
23;0.325142
24;0.312500
25;0.320000
26;0.313609
27;0.315501
28;0.308673
29;0.321046
30;0.308889
31;0.320499
32;0.316406
33;0.315886
34;0.311419
35;0.313469
36;0.305556
37;0.315559
38;0.311634
39;0.311637
40;0.306250
41;0.315289
42;0.307256
43;0.315846
44;0.311983
45;0.310123
46;0.307183
47;0.315075
48;0.309028
49;0.314036
50;0.309600
51;0.309881
52;0.306953
53;0.313991
54;0.308642
55;0.310744
56;0.307398
57;0.307787
58;0.305589
59;0.311979
60;0.306111
61;0.312282
62;0.310094
63;0.309398
64;0.307617
65;0.309586
66;0.304867
67;0.310537
68;0.308391
69;0.308759
70;0.304898
71;0.310256
72;0.306327
73;0.311503
74;0.309715
75;0.308622
76;0.306787
77;0.308990
78;0.305062
79;0.309886
80;0.307188
81;0.307880
82;0.306365
83;0.310930
84;0.306973
85;0.308651
86;0.307193
87;0.307570
88;0.305785
89;0.310062
90;0.306173
91;0.308175
92;0.306711
93;0.307088
94;0.305794
95;0.307368
96;0.304470
97;0.308428
98;0.306539
99;0.306499
100;0.304400
101;0.308205
102;0.305267
103;0.308983
104;0.307507
105;0.306032
106;0.304913
107;0.308499
108;0.305898
109;0.309402
110;0.307107
111;0.307443
112;0.305804
113;0.309186
114;0.306556
115;0.307902
116;0.306778
117;0.306816
118;0.305803
119;0.307464
120;0.304583
121;0.307083
122;0.306101
123;0.306431
124;0.305411
125;0.306944
126;0.304359
127;0.307397
128;0.306519
129;0.306833
130;0.304970
131;0.307907
132;0.305556
133;0.307083
134;0.306193
135;0.305624
136;0.304606
137;0.307422
138;0.305293
139;0.308059
140;0.306122
141;0.306423
142;0.305594
143;0.307203
144;0.305266
145;0.306397
146;0.305592
147;0.305336
148;0.304511
149;0.307103
150;0.304800
151;0.307355
152;0.306440
153;0.306549
154;0.305110
155;0.306181
156;0.304241
157;0.306706
158;0.305961
159;0.306238
160;0.304922
161;0.306238
162;0.304527
163;0.306899
164;0.306142
165;0.305381
166;0.304689
167;0.307003
168;0.305060
169;0.306922
170;0.305536
171;0.305667
172;0.304962
173;0.307194
174;0.305523
175;0.305959
176;0.305075
177;0.305340
178;0.304696
179;0.306857
180;0.304938
181;0.307072
182;0.305881
183;0.306130
184;0.305411
185;0.306326
186;0.304775
187;0.306100
188;0.305455
189;0.305255
190;0.304044
191;0.306077
192;0.304633
193;0.306639
194;0.306037
195;0.305431
196;0.304509
197;0.306475
198;0.304918
199;0.306861
200;0.305800
201;0.306032
202;0.305460
203;0.306535
204;0.305075
205;0.305913
206;0.305354
207;0.305491
208;0.304780
209;0.305991
210;0.304172
211;0.306013
212;0.305447
213;0.305671
214;0.305136
215;0.305938
216;0.304655
217;0.305676
218;0.305151
219;0.305373
220;0.304256
221;0.305440
222;0.304156
223;0.305898
224;0.305086
225;0.304751
226;0.304252
227;0.305964
228;0.304671
229;0.306363
230;0.305369
231;0.304979
232;0.304437
233;0.306103
234;0.304807
235;0.305550
236;0.305049
237;0.305257
238;0.304392
239;0.306017
240;0.304583
241;0.306193
242;0.305546
243;0.305780
244;0.305294
245;0.305606
246;0.304448
247;0.305529
248;0.305021
249;0.305221
250;0.304384
251;0.305932
252;0.304642
253;0.305676
254;0.305227
255;0.304806
256;0.304382
257;0.305894
258;0.304789
259;0.305660
260;0.304734
261;0.304869
262;0.304440
263;0.305917
264;0.304752
265;0.305418
266;0.304653
267;0.304844
268;0.304411
269;0.305855
270;0.304582
271;0.306014
272;0.305498
273;0.305197
274;0.304784
275;0.305217
276;0.304164
277;0.305569
278;0.305160
279;0.305289
280;0.304337
281;0.305721
282;0.304713
283;0.306084
284;0.305669
285;0.305300
286;0.304636
287;0.305430
288;0.304470
289;0.305624
290;0.304851
291;0.305027
292;0.304630
293;0.305956
294;0.304850
295;0.305452
296;0.305036
297;0.305026
298;0.304648
299;0.305567
300;0.304422
301;0.305184
302;0.304811
303;0.304981
304;0.304536
305;0.305122
306;0.304157
307;0.305425
308;0.304710
309;0.304877
310;0.304162
311;0.305415
312;0.304446
313;0.305689
314;0.305327
315;0.304843
316;0.304478
317;0.305705
318;0.304814
319;0.305657
320;0.305000
321;0.305160
322;0.304541
323;0.305418
324;0.304565
325;0.304966
326;0.304622
327;0.304782
328;0.304413
329;0.305115
330;0.304004
331;0.305182
332;0.304834
333;0.304954
334;0.304618
335;0.305155
336;0.304191
337;0.305347
338;0.304909
339;0.305062
340;0.304377
341;0.305175
342;0.304316
343;0.305043
344;0.304692
345;0.304407
346;0.304086
347;0.305210
348;0.304383
349;0.305498
350;0.304735
351;0.304754
352;0.304316
353;0.305419
354;0.304622
355;0.305130
356;0.304807
357;0.304608
358;0.304298
359;0.305382
360;0.304429
361;0.305369
362;0.305058
363;0.305049
364;0.304462
365;0.304958
366;0.304189
367;0.305251
368;0.304894
369;0.305007
370;0.304412
371;0.305040
372;0.304269
373;0.305314
374;0.304827
375;0.304626
376;0.304309
377;0.305061
378;0.304205
379;0.305233
380;0.304626
381;0.304765
382;0.304474
383;0.305490
384;0.304769
385;0.304807
386;0.304518
387;0.304629
388;0.304336
389;0.305338
390;0.304405
391;0.305152
392;0.304691
393;0.304826
394;0.304543
395;0.305002
396;0.304229
397;0.305211
398;0.304929
399;0.304759
400;0.304237
401;0.305210
402;0.304510
403;0.305217
404;0.304933
405;0.304746
406;0.304266
407;0.304946
408;0.304222
409;0.305175
410;0.304640
411;0.304770
412;0.304494
413;0.305061
414;0.304359
415;0.304799
416;0.304445
417;0.304574
418;0.304148
419;0.305079
420;0.304172
421;0.305099
422;0.304834
423;0.304937
424;0.304657
425;0.304997
426;0.304338
427;0.304888
428;0.304623
429;0.304508
430;0.304002
431;0.304908
432;0.304270
433;0.305170
434;0.304721
435;0.304505
436;0.304246
437;0.304929
438;0.304289
439;0.305177
440;0.304618
441;0.304534
442;0.304140
443;0.305021
444;0.304379
445;0.304790
446;0.304541
447;0.304661
448;0.304259
449;0.305127
450;0.304365
451;0.304984
452;0.304732
453;0.304850
454;0.304605
455;0.304659
456;0.304017
457;0.304871
458;0.304628
459;0.304669
460;0.304178
461;0.305024
462;0.304267
463;0.305109
464;0.304836
465;0.304636
466;0.304399
467;0.305233
468;0.304588
469;0.305090
470;0.304627
471;0.304741
472;0.304492
473;0.305083
474;0.304492
475;0.304807
476;0.304375
477;0.304471
478;0.304240
479;0.305054
480;0.304340
481;0.304943
482;0.304712
483;0.304584
484;0.304265
485;0.304644
486;0.304078
487;0.304880
488;0.304639
489;0.304749
490;0.304207
491;0.305001
492;0.304424
493;0.305033
494;0.304685
495;0.304434
496;0.304183
497;0.304661
498;0.304100
499;0.304882
500;0.304464
501;0.304572
502;0.304352
503;0.305127
504;0.304485
505;0.304849
506;0.304504
507;0.304518
508;0.304297
509;0.305063
510;0.304360
511;0.304824
512;0.304611
513;0.304656
514;0.304441
515;0.304798
516;0.304249
517;0.304794
518;0.304423
519;0.304528
520;0.304068
521;0.304818
522;0.304267
523;0.305013
524;0.304797
525;0.304508
526;0.304298
527;0.304873
528;0.304293
529;0.304952
530;0.304543
531;0.304631
532;0.304250
533;0.304799
534;0.304276
535;0.304620
536;0.304404
537;0.304506
538;0.304301
539;0.304618
540;0.303985
541;0.304707
542;0.304503
543;0.304603
544;0.304350
545;0.304688
546;0.304056
547;0.304770
548;0.304565
549;0.304651
550;0.304205
551;0.304762
552;0.304236
553;0.304667
554;0.304468
555;0.304306
556;0.304106
557;0.304807
558;0.304293
559;0.304819
560;0.304343
561;0.304276
562;0.304080
563;0.304774
564;0.304273
565;0.304600
566;0.304405
567;0.304340
568;0.304137
569;0.304824
570;0.304198
571;0.304882
572;0.304550
573;0.304646
574;0.304314
575;0.304587
576;0.304109
577;0.304786
578;0.304546
579;0.304641
580;0.304257
581;0.304668
582;0.304189
583;0.304676
584;0.304478
585;0.304279
586;0.304092
587;0.304758
588;0.304208
589;0.304732
590;0.304367
591;0.304460
592;0.304254
593;0.304912
594;0.304396
595;0.304459
596;0.304271
597;0.304364
598;0.304085
599;0.304737
600;0.304167
601;0.304816
602;0.304500
603;0.304580
604;0.304395
605;0.304591
606;0.304131
607;0.304775
